ROL DE PROCEDIMENTOS,Unnamed: 0,Rol de Procedimentos e Eventos em Saúde,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,RETIRADA DE PRÓTESES DE SUBSTITUIÇÃO DE PEQUENAS ARTICULAÇÕES,,HCO,HSO,REF,,,,RETIRADA DE MATERIAL DE SÍNTESE,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,RETIRADA DE MATERIAL DE SÍNTESE (QUALQUER MATERIAL),,AMB HCO,HSO,REF,,,,RETIRADA DE MATERIAL DE SÍNTESE,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,APARELHOS GESSADOS (QUALQUER TIPO E LOCALIZAÇÃO),,AMB HCO,HSO,REF,,,,IMOBILIZAÇÕES,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,IMOBILIZAÇÕES NÃO-GESSADAS (QUALQUER LOCALIZAÇÃO),,AMB HCO,HSO,REF,,,,IMOBILIZAÇÕES,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,AMPUTAÇÃO/DESARTICULAÇÃO DE MEMBRO OU SEGMENTO,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,ARTRODESE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,ARTROPLASTIA COM OU SEM IMPLANTE,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,ARTROTOMIA,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,AUTOENXERTO ÓSSEO,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,
,,BIÓPSIA ÓSSEA COM OU SEM AGULHA - QUALQUER LOCALIZAÇÃO,,AMB HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,
,,,,,,,,,,,,ARTICULAÇÕES,,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,,PAC: Procedimento de Alta Complexidade,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,,DUT: Diretriz de Utilização,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,,,39,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,SUBGRUPO,GRUPO,CAPÍTULO,,
,,(alteração),,,,,,,,,,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,BIÓPSIAS PERCUTÂNEA SINOVIAL OU DE TECIDOS MOLES,,AMB HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,CORPO ESTRANHO INTRA-ARTICULAR - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,"CORPO ESTRANHO INTRA-ÓSSEO, SUBCUTÂNEO - TRATAMENTO CIRÚRGICO",,AMB HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,CORREÇÃO DE DEFORMIDADE ADQUIRIDA E OU CONGÊNITA COM OU SEM FIXADOR EXTERNO (DINÂMICO OU,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,NÃO),,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,CURETAGEM OU RESSECÇÃO EM BLOCO DE TUMOR COM RECONSTRUÇÃO E ENXERTO VASCULARIZADO,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,DESCOLAMENTO EPIFISÁRIO (TRAUMÁTICO OU NÃO) TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,ENXERTOS EM PSEUDARTROSES,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,MANIPULAÇÃO ARTICULAR COM OU SEM ANESTESIA GERAL,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,OSTEOTOMIA COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,PREPARAÇÃO E REVISÃO DE COTO DE AMPUTAÇÃO,,AMB HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,"PUNÇÃO OU INFILTRAÇÃO ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA, ORIENTADA OU NÃO POR MÉTODO",,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,,,AMB HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,DE IMAGEM,,,,,,,,,ARTICULAÇÕES,,,
,,PUNÇÃO EXTRA-ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA/ ARTROCENTESE (INFILTRAÇÃO/AGULHAMENTO,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,,,AMB HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,SECO) ORIENTADO OU NÃO POR MÉTODO DE IMAGEM,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,REDUÇÃO INCRUENTA DE FRATURA,,AMB HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,REDUÇÃO INCRUENTA DE LUXAÇÃO E/OU AVULSÕES,,AMB HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,RESSECÇÃO DE LESÃO COM CIMENTAÇÃO E OSTEOSÍNTESE,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,RETIRADA DE CORPO ESTRANHO,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,RETIRADA DE ENXERTO ÓSSEO,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,REVISÃO DE ARTROPLASTIA (QUALQUER SEGMENTO),,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO - ENCURTAMENTO COM OU SEM OSTEOSSINTESE,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,PAC: Procedimento de Alta Complexidade,,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,DUT: Diretriz de Utilização,,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,,40,,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,SUBGRUPO,GRUPO,CAPÍTULO,,
,,(alteração),,,,,,,,,,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRURGICO ALONGAMENTO COM OU SEM FIXADOR EXTERNO (DINAMICO OU NÃO),,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DA ARTROSE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DA DESARTICULAÇÃO,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DA OSTEOMIELITE,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DA PSEUDOARTROSE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DE FRATURA COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DE FRATURA VICIOSAMENTE CONSOLIDADA,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DE LESÕES LIGAMENTARES (AGUDAS OU CRÔNICAS),,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DE LUXAÇÃO E/OU AVULSÕES,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS,,AMB HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TUMOR ÓSSEO - TRATAMENTO CIRURGICO,,HCO,HSO,REF,,,,PROCEDIMENTOS GERAIS,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,ARTRODESE DA COLUNA C/ INSTRUMENTAÇÃO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,ARTRODESE DE COLUNA VIA ANTERIOR OU PÓSTERO LATERAL - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,ARTROPLASTIA DISCAL DE COLUNA VERTEBRAL (COM DIRETRIZ DE UTILIZAÇÃO),,HCO,HSO,REF,,133,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,BIÓPSIA CIRÚRGICA DA COLUNA,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,BIÓPSIA DE CORPO VERTEBRAL COM AGULHA,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,CIRURGIA ENDOSCÓPICA DA COLUNA VERTEBRAL - HÉRNIA DE DISCO LOMBAR,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,CORDOTOMIA - MIELOTOMIA,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,DERIVAÇÃO LOMBAR EXTERNA,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,PAC: Procedimento de Alta Complexidade,,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,DUT: Diretriz de Utilização,,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,,41,,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,SUBGRUPO,GRUPO,CAPÍTULO,,
,,(alteração),,,,,,,,,,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,DESCOMPRESSÃO MEDULAR E/OU CAUDA EQUINA,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,FRATURA DO CÓCCIX - REDUÇÃO INCRUENTA,,AMB HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,FRATURA DO CÓCCIX - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,FRATURA E/OU LUXAÇÃO DE COLUNA VERTEBRAL - REDUÇÃO INCRUENTA,,AMB HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,FRATURAS OU FRATURA-LUXAÇÃO DE COLUNA - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,HEMIVÉRTEBRA - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,HÉRNIA DE DISCO - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,LAMINECTOMIA OU LAMINOTOMIA,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,MICROCIRURGIA PARA TUMORES EXTRA OU INTRADURAIS,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,OSTEOTOMIA DE COLUNA VERTEBRAL - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,PSEUDARTROSE DE COLUNA - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,REDUÇÃO INCRUENTA DE OUTRAS AFECÇÕES DA COLUNA,,AMB HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,RETIRADA DE CORPO ESTRANHO - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,RETIRADA DE MATERIAL DE SÍNTESE - TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,SUBSTITUIÇÃO DE CORPO VERTEBRAL,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRAÇÃO CERVICAL TRANSESQUELÉTICA,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DA CIFOSE INFANTIL,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DA COSTELA CERVICAL,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DA LESÃO TRAUMÁTICA RAQUIMEDULAR,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,PAC: Procedimento de Alta Complexidade,,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,DUT: Diretriz de Utilização,,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,,42,,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,SUBGRUPO,GRUPO,CAPÍTULO,,
,,(alteração),,,,,,,,,,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DA OSTEOMIELITE,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DAS MALFORMAÇÕES CRANIOVERTEBRAIS,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DE ESPONDILOLISTESE,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DO DISRAFISMO ESPINHAL,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
,,TRATAMENTO CIRÚRGICO DO DORSO CURVO OU ESCOLIOSE OU CIFOSE OU GIBA COSTAL,,HCO,HSO,REF,,,,COLUNA VERTEBRAL,,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,,,,,,,,,,ARTICULAÇÕES,,,
,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,,,
